1;4;2;0
2;1;4;0
3;10;6;0
4;2;8;1
5;16;10;0
6;3;12;0
7;22;14;0
8;4;16;0
9;28;18;0
10;5;20;3
11;34;22;0
12;6;24;0
13;40;26;0
14;7;28;0
15;46;30;0
16;8;32;5
17;52;34;0
18;9;36;0
19;58;38;0
20;10;40;0
21;64;42;0
22;11;44;7
23;70;46;0
24;12;48;0
25;76;50;0
26;13;52;0
27;82;54;0
28;14;56;9
29;88;58;0
30;15;60;0
31;94;62;0
32;16;64;0
33;100;66;0
34;17;68;11
35;106;70;0
36;18;72;0
37;112;74;0
38;19;76;0
39;118;78;0
40;20;80;13
41;124;82;0
42;21;84;0
43;130;86;0
44;22;88;0
45;136;90;0
46;23;92;15
47;142;94;0
48;24;96;0
49;148;98;0
50;25;100;0
51;154;102;0
52;26;104;17
53;160;106;0
54;27;108;0
55;166;110;0
56;28;112;0
57;172;114;0
58;29;116;19
59;178;118;0
60;30;120;0
61;184;122;0
62;31;124;0
63;190;126;0
64;32;128;21
65;196;130;0
66;33;132;0
67;202;134;0
68;34;136;0
69;208;138;0
70;35;140;23
71;214;142;0
72;36;144;0
73;220;146;0
74;37;148;0
75;226;150;0
76;38;152;25
77;232;154;0
78;39;156;0
79;238;158;0
80;40;160;0
81;244;162;0
82;41;164;27
83;250;166;0
84;42;168;0
85;256;170;0
86;43;172;0
87;262;174;0
88;44;176;29
89;268;178;0
90;45;180;0
91;274;182;0
92;46;184;0
93;280;186;0
94;47;188;31
95;286;190;0
96;48;192;0
97;292;194;0
98;49;196;0
99;298;198;0
100;50;200;33
101;304;202;0
102;51;204;0
103;310;206;0
104;52;208;0
105;316;210;0
106;53;212;35
107;322;214;0
108;54;216;0
109;328;218;0
110;55;220;0
111;334;222;0
112;56;224;37
113;340;226;0
114;57;228;0
115;346;230;0
116;58;232;0
117;352;234;0
118;59;236;39
119;358;238;0
120;60;240;0
121;364;242;0
122;61;244;0
123;370;246;0
124;62;248;41
125;376;250;0
126;63;252;0
127;382;254;0
128;64;256;0
129;388;258;0
130;65;260;43
131;394;262;0
132;66;264;0
133;400;266;0
134;67;268;0
135;406;270;0
136;68;272;45
137;412;274;0
138;69;276;0
139;418;278;0
140;70;280;0
141;424;282;0
142;71;284;47
143;430;286;0
144;72;288;0
145;436;290;0
146;73;292;0
147;442;294;0
148;74;296;49
149;448;298;0
150;75;300;0
151;454;302;0
152;76;304;0
153;460;306;0
154;77;308;51
155;466;310;0
156;78;312;0
157;472;314;0
158;79;316;0
159;478;318;0
160;80;320;53
161;484;322;0
162;81;324;0
163;490;326;0
164;82;328;0
165;496;330;0
166;83;332;55
167;502;334;0
168;84;336;0
169;508;338;0
170;85;340;0
171;514;342;0
172;86;344;57
173;520;346;0
174;87;348;0
175;526;350;0
176;88;352;0
177;532;354;0
178;89;356;59
179;538;358;0
180;90;360;0
181;544;362;0
182;91;364;0
183;550;366;0
184;92;368;61
185;556;370;0
186;93;372;0
187;562;374;0
188;94;376;0
189;568;378;0
190;95;380;63
191;574;382;0
192;96;384;0
193;580;386;0
194;97;388;0
195;586;390;0
196;98;392;65
197;592;394;0
198;99;396;0
199;598;398;0
200;100;400;0
201;604;402;0
202;101;404;67
203;610;406;0
204;102;408;0
205;616;410;0
206;103;412;0
207;622;414;0
208;104;416;69
209;628;418;0
210;105;420;0
211;634;422;0
212;106;424;0
213;640;426;0
214;107;428;71
215;646;430;0
216;108;432;0
217;652;434;0
218;109;436;0
219;658;438;0
220;110;440;73
221;664;442;0
222;111;444;0
223;670;446;0
224;112;448;0
225;676;450;0
226;113;452;75
227;682;454;0
228;114;456;0
229;688;458;0
230;115;460;0
231;694;462;0
232;116;464;77
233;700;466;0
234;117;468;0
235;706;470;0
236;118;472;0
237;712;474;0
238;119;476;79
239;718;478;0
240;120;480;0
241;724;482;0
242;121;484;0
243;730;486;0
244;122;488;81
245;736;490;0
246;123;492;0
247;742;494;0
248;124;496;0
249;748;498;0
250;125;500;83
251;754;502;0
252;126;504;0
253;760;506;0
254;127;508;0
255;766;510;0
256;128;512;85
257;772;514;0
