0;1;0
1;2;0
2;4;1
3;8;0
4;16;5
5;32;0
6;64;21
7;128;0
8;256;85
9;512;0
10;1024;341
11;2048;0
12;4096;1365
13;8192;0
14;16384;5461
15;32768;0
16;65536;21845
17;131072;0
18;262144;87381
19;524288;0
20;1048576;349525
21;2097152;0
22;4194304;1398101
23;8388608;0
24;16777216;5592405
